trial_number,params,max_drawdown,win_rate,total_trades,compound_return,score
1,"{'vwap_dev_threshold': 0.002510988152671076, 'stop_loss': 0.01588079413647494, 'take_profit': 0.016108248745742806, 'max_hold_minutes': 22, 'min_volume': 2519, 'trailing_stop': 0.004718789069204282, 'max_trades_per_day': 2}",7.984716440915808e-05,0.4,5,-7.51149330756657e-05,-6.008714828900386e-05
5,"{'vwap_dev_threshold': 0.0010574894054059514, 'stop_loss': 0.017963065631309342, 'take_profit': 0.018556201644267217, 'max_hold_minutes': 26, 'min_volume': 3405, 'trailing_stop': 0.00720797378415109, 'max_trades_per_day': 4}",0.00016290271981983097,0.0,7,-0.00015739508577658314,-0.0
6,"{'vwap_dev_threshold': 0.0022254352222072686, 'stop_loss': 0.00870460827491777, 'take_profit': 0.03174805110145877, 'max_hold_minutes': 44, 'min_volume': 4381, 'trailing_stop': 0.00362542368000736, 'max_trades_per_day': 2}",0.000120860708529799,0.0,5,-0.00012086801277376063,-0.0
7,"{'vwap_dev_threshold': 0.0026443978231632335, 'stop_loss': 0.009236211962181015, 'take_profit': 0.013768944361109717, 'max_hold_minutes': 35, 'min_volume': 3312, 'trailing_stop': 0.006981427178174967, 'max_trades_per_day': 5}",0.00013440738569016092,0.2,5,-0.00012001165322006895,-4.7998209107002916e-05
9,"{'vwap_dev_threshold': 0.0014395546563623057, 'stop_loss': 0.005909077208462068, 'take_profit': 0.035847431213181895, 'max_hold_minutes': 43, 'min_volume': 4407, 'trailing_stop': 0.008466367350046161, 'max_trades_per_day': 5}",0.00011333419254395648,0.125,8,2.5292610519124196e-05,6.3224360003834204e-06
10,"{'vwap_dev_threshold': 0.0010945167062441485, 'stop_loss': 0.00514913026746352, 'take_profit': 0.026784819612580085, 'max_hold_minutes': 59, 'min_volume': 4827, 'trailing_stop': 0.005498297522633354, 'max_trades_per_day': 3}",0.00014218147993604854,0.16666666666666666,6,-3.781096314787254e-07,-1.2601862376391455e-07
11,"{'vwap_dev_threshold': 0.0012262966049054593, 'stop_loss': 0.019413965894904215, 'take_profit': 0.021421260563991913, 'max_hold_minutes': 20, 'min_volume': 4289, 'trailing_stop': 0.0069176982767499276, 'max_trades_per_day': 4}",0.0001447650667798007,0.14285714285714285,7,-0.0001392547422714374,-3.9781309442678015e-05
12,"{'vwap_dev_threshold': 0.0017197667758146805, 'stop_loss': 0.005072023715431268, 'take_profit': 0.02091695039588267, 'max_hold_minutes': 53, 'min_volume': 3769, 'trailing_stop': 0.009878326393382847, 'max_trades_per_day': 4}",0.00016527142613005706,0.0,7,-0.00015976416774513762,-0.0
14,"{'vwap_dev_threshold': 0.0017344811163195963, 'stop_loss': 0.017260246842887822, 'take_profit': 0.020361950510570482, 'max_hold_minutes': 30, 'min_volume': 3749, 'trailing_stop': 0.005823971550381564, 'max_trades_per_day': 5}",0.00011929517269630169,0.125,8,1.5940173864653716e-05,3.984568069714931e-06
15,"{'vwap_dev_threshold': 0.0018005184243280732, 'stop_loss': 0.01568051067296133, 'take_profit': 0.023623788970770866, 'max_hold_minutes': 33, 'min_volume': 4266, 'trailing_stop': 0.0058454357679929726, 'max_trades_per_day': 5}",0.00010927189336648954,0.25,8,2.496304085099921e-05,1.2480156546130618e-05
16,"{'vwap_dev_threshold': 0.0018409486808197055, 'stop_loss': 0.014376019606264098, 'take_profit': 0.031023987828813014, 'max_hold_minutes': 51, 'min_volume': 4237, 'trailing_stop': 0.005937901592178407, 'max_trades_per_day': 5}",0.00013102687521081464,0.125,8,5.708850944530145e-06,1.4270257329074597e-06
17,"{'vwap_dev_threshold': 0.0033513206848892352, 'stop_loss': 0.007184195359082883, 'take_profit': 0.024597351010069914, 'max_hold_minutes': 34, 'min_volume': 596, 'trailing_stop': 0.003814397968949105, 'max_trades_per_day': 5}",0.00012402457465519648,0.14285714285714285,7,-0.0001034789903858341,-2.9561758985161636e-05
18,"{'vwap_dev_threshold': 0.0014893408301468038, 'stop_loss': 0.011611323920909813, 'take_profit': 0.034038016089658694, 'max_hold_minutes': 48, 'min_volume': 4543, 'trailing_stop': 0.004536296491046511, 'max_trades_per_day': 3}",0.00010559419227877147,0.16666666666666666,6,2.698482452666859e-05,8.993991695306305e-06
19,"{'vwap_dev_threshold': 0.002090518162743409, 'stop_loss': 0.011382527829929523, 'take_profit': 0.023996107796438848, 'max_hold_minutes': 50, 'min_volume': 4942, 'trailing_stop': 0.004800859400058361, 'max_trades_per_day': 3}",0.0001275125670511289,0.16666666666666666,6,2.749662564431239e-05,9.164373159663746e-06
20,"{'vwap_dev_threshold': 0.002024227229059764, 'stop_loss': 0.014914202589213575, 'take_profit': 0.024274893191720853, 'max_hold_minutes': 60, 'min_volume': 4964, 'trailing_stop': 0.0030752929824500335, 'max_trades_per_day': 3}",0.000131897857748006,0.125,8,1.689643905429971e-05,4.2235526125462195e-06
21,"{'vwap_dev_threshold': 0.001498582712165096, 'stop_loss': 0.010915507293567389, 'take_profit': 0.03196323806709536, 'max_hold_minutes': 50, 'min_volume': 4615, 'trailing_stop': 0.004832228626447545, 'max_trades_per_day': 3}",0.0001241516514631959,0.16666666666666666,6,2.401763825943506e-06,8.004885476660302e-07
22,"{'vwap_dev_threshold': 0.0022068029368218153, 'stop_loss': 0.011569344681909541, 'take_profit': 0.027702846233019038, 'max_hold_minutes': 49, 'min_volume': 4046, 'trailing_stop': 0.004867199583157559, 'max_trades_per_day': 3}",0.00012791389673569604,0.16666666666666666,6,2.8643133851697606e-05,9.54648999894397e-06
23,"{'vwap_dev_threshold': 0.0022056900743416064, 'stop_loss': 0.012307821654433719, 'take_profit': 0.028562448100850783, 'max_hold_minutes': 54, 'min_volume': 4050, 'trailing_stop': 0.005352537027657012, 'max_trades_per_day': 3}",0.0001189252812425887,0.16666666666666666,6,4.380193040149701e-05,1.4598907081535015e-05
