trial_number,params,max_drawdown,win_rate,total_trades,compound_return,score
0,"{'vwap_dev_threshold': 0.001687482095101226, 'stop_loss': 0.017893044090039813, 'take_profit': 0.015429410072922693, 'max_hold_minutes': 51, 'min_volume': 4211, 'trailing_stop': 0.004401940513204877, 'max_trades_per_day': 5}",0.00022844260037100137,0.3684210526315789,19,-0.00015930330506769557,-0.00011735456777316499
1,"{'vwap_dev_threshold': 0.0029571066445690367, 'stop_loss': 0.0065479615766165095, 'take_profit': 0.03276548678362351, 'max_hold_minutes': 15, 'min_volume': 2499, 'trailing_stop': 0.005043205106582672, 'max_trades_per_day': 4}",8.206239193049659e-05,0.5384615384615384,13,-1.977645466288402e-05,-2.129597266430359e-05
2,"{'vwap_dev_threshold': 0.003949462833693452, 'stop_loss': 0.010122491443001813, 'take_profit': 0.027523023180414732, 'max_hold_minutes': 21, 'min_volume': 4466, 'trailing_stop': 0.009211251836488028, 'max_trades_per_day': 4}",9.138851203011414e-05,0.4,10,1.578231336875398e-05,1.2624696837295054e-05
3,"{'vwap_dev_threshold': 0.003979719492838708, 'stop_loss': 0.01448034293523524, 'take_profit': 0.011016761090710576, 'max_hold_minutes': 32, 'min_volume': 2552, 'trailing_stop': 0.008055302356184589, 'max_trades_per_day': 4}",0.0001599792312429596,0.5555555555555556,9,-3.0260437642309787e-05,-3.361732955639855e-05
4,"{'vwap_dev_threshold': 0.002178131615767234, 'stop_loss': 0.016356462331981948, 'take_profit': 0.03557734271978063, 'max_hold_minutes': 51, 'min_volume': 1384, 'trailing_stop': 0.008973046209567273, 'max_trades_per_day': 2}",0.00018123413728382925,0.3333333333333333,6,-0.00011175394530934649,-7.448912778632018e-05
5,"{'vwap_dev_threshold': 0.003736945734934392, 'stop_loss': 0.018676027809576723, 'take_profit': 0.038666144290523244, 'max_hold_minutes': 50, 'min_volume': 778, 'trailing_stop': 0.005493005769095187, 'max_trades_per_day': 4}",8.72684705696011e-05,0.5833333333333334,12,2.2595058539956356e-05,2.6358601154381002e-05
6,"{'vwap_dev_threshold': 0.003472797416608261, 'stop_loss': 0.007714935183787647, 'take_profit': 0.02835110268603932, 'max_hold_minutes': 17, 'min_volume': 3765, 'trailing_stop': 0.007891902615143987, 'max_trades_per_day': 4}",6.583800664156604e-05,0.4166666666666667,12,0.00010499085440749531,8.748661834910461e-05
7,"{'vwap_dev_threshold': 0.0018853626193884093, 'stop_loss': 0.0172985314406738, 'take_profit': 0.02580671750387801, 'max_hold_minutes': 45, 'min_volume': 2541, 'trailing_stop': 0.00663622894249721, 'max_trades_per_day': 3}",0.0001520038791712684,0.6,10,-4.1588747750148044e-05,-4.9898911318992175e-05
8,"{'vwap_dev_threshold': 0.0030654345409563905, 'stop_loss': 0.011230295348591601, 'take_profit': 0.028141707126869114, 'max_hold_minutes': 36, 'min_volume': 3687, 'trailing_stop': 0.0034082930060732246, 'max_trades_per_day': 2}",4.2892745646650654e-05,0.5,8,2.5094613157828395e-05,2.5093536780969115e-05
9,"{'vwap_dev_threshold': 0.002438146139484678, 'stop_loss': 0.016415103665480303, 'take_profit': 0.03193949218559895, 'max_hold_minutes': 35, 'min_volume': 3785, 'trailing_stop': 0.008355648838723462, 'max_trades_per_day': 5}",0.00016492627624934073,0.2222222222222222,9,-6.559984124242611e-05,-2.9150676491061086e-05
10,"{'vwap_dev_threshold': 0.004966326625424131, 'stop_loss': 0.006025452459281698, 'take_profit': 0.01888051830509449, 'max_hold_minutes': 60, 'min_volume': 4965, 'trailing_stop': 0.007055391673778566, 'max_trades_per_day': 3}",0.00013438088662429202,0.5,8,-6.766853066329438e-05,-6.765943730614729e-05
11,"{'vwap_dev_threshold': 0.003885420919605929, 'stop_loss': 0.008652377255619154, 'take_profit': 0.03868982954885899, 'max_hold_minutes': 26, 'min_volume': 640, 'trailing_stop': 0.005875840058521283, 'max_trades_per_day': 4}",9.595480152334514e-05,0.45454545454545453,11,-3.9274239022496905e-06,-3.5700427700624107e-06
12,"{'vwap_dev_threshold': 0.0032916035379149397, 'stop_loss': 0.019479939628634986, 'take_profit': 0.03988445776125101, 'max_hold_minutes': 44, 'min_volume': 1650, 'trailing_stop': 0.007433997513151941, 'max_trades_per_day': 5}",9.237935269886927e-05,0.5454545454545454,11,3.6834889861253495e-06,4.017980408505968e-06
13,"{'vwap_dev_threshold': 0.0047312045593093975, 'stop_loss': 0.013082673733303931, 'take_profit': 0.02174113630795544, 'max_hold_minutes': 58, 'min_volume': 3275, 'trailing_stop': 0.005631205527871158, 'max_trades_per_day': 3}",7.072909961225271e-05,0.4,10,-3.025074745449261e-06,-2.4198886277090045e-06
14,"{'vwap_dev_threshold': 0.003539034425344623, 'stop_loss': 0.007663683257298883, 'take_profit': 0.03177815156919925, 'max_hold_minutes': 26, 'min_volume': 534, 'trailing_stop': 0.009754598642087109, 'max_trades_per_day': 4}",5.90602901892281e-05,0.45454545454545453,11,0.0001280119622888712,0.00011636763805930066
15,"{'vwap_dev_threshold': 0.0012828491019880248, 'stop_loss': 0.008134603004656276, 'take_profit': 0.031575104798722296, 'max_hold_minutes': 26, 'min_volume': 1798, 'trailing_stop': 0.00941689525592985, 'max_trades_per_day': 3}",0.00015825225338974216,0.4,10,-5.8654509852309986e-05,-4.6916182115163515e-05
16,"{'vwap_dev_threshold': 0.004537702927325989, 'stop_loss': 0.00524191037109294, 'take_profit': 0.022579052110989897, 'max_hold_minutes': 18, 'min_volume': 3115, 'trailing_stop': 0.009752554636363462, 'max_trades_per_day': 5}",0.00015404767518828526,0.4,10,-5.677344273167205e-05,-4.5411757531845435e-05
17,"{'vwap_dev_threshold': 0.0026976221223453754, 'stop_loss': 0.008667019458267575, 'take_profit': 0.029491139531514755, 'max_hold_minutes': 25, 'min_volume': 2021, 'trailing_stop': 0.009994258861471594, 'max_trades_per_day': 4}",0.0001650232373663918,0.4,10,-5.786049588614229e-05,-4.628075804783643e-05
18,"{'vwap_dev_threshold': 0.0033403955067350393, 'stop_loss': 0.010642485643422198, 'take_profit': 0.034699109745324655, 'max_hold_minutes': 31, 'min_volume': 3250, 'trailing_stop': 0.007958565863104398, 'max_trades_per_day': 3}",0.00014756740590625252,0.375,8,-3.993123820145912e-05,-2.994400923916733e-05
