Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-05-06 13:30:00+00:00,199.14999389648438,199.8800048828125,198.91000366210938,199.8170928955078,0
2025-05-06 13:45:00+00:00,197.67999267578125,199.23309326171875,197.02000427246094,199.2100067138672,2581136
2025-05-06 14:00:00+00:00,198.52999877929688,198.85000610351562,197.65499877929688,197.65499877929688,2742324
2025-05-06 14:15:00+00:00,198.91000366210938,199.5,198.25,198.52000427246094,2178439
2025-05-06 14:30:00+00:00,198.16009521484375,199.1300048828125,197.97500610351562,198.89999389648438,1478837
2025-05-06 14:45:00+00:00,198.3000030517578,198.5749969482422,197.85000610351562,198.16000366210938,1242496
2025-05-06 15:00:00+00:00,198.50999450683594,198.77999877929688,197.9499969482422,198.27000427246094,1196789
2025-05-06 15:15:00+00:00,199.03500366210938,199.0800018310547,198.41000366210938,198.52999877929688,1264665
2025-05-06 15:30:00+00:00,198.8300018310547,199.4499969482422,198.6999969482422,199.03500366210938,1181742
2025-05-06 15:45:00+00:00,198.77999877929688,199.0699005126953,198.66000366210938,198.8300018310547,828014
2025-05-06 16:00:00+00:00,200.46499633789062,200.6490020751953,198.7050018310547,198.8300018310547,1645994
2025-05-06 16:15:00+00:00,198.97999572753906,200.5,198.82000732421875,200.48500061035156,1053679
2025-05-06 16:30:00+00:00,199.5399932861328,199.7550048828125,198.9600067138672,198.97500610351562,775317
2025-05-06 16:45:00+00:00,199.5050048828125,199.9600067138672,199.37680053710938,199.5399932861328,771586
2025-05-06 17:00:00+00:00,199.6204071044922,200.02000427246094,199.50999450683594,199.52000427246094,751413
2025-05-06 17:15:00+00:00,199.4250030517578,199.7899932861328,199.0,199.6199951171875,757125
2025-05-06 17:30:00+00:00,198.72999572753906,199.82000732421875,198.69000244140625,199.4499969482422,803814
2025-05-06 17:45:00+00:00,199.00999450683594,199.16000366210938,198.6999969482422,198.72999572753906,692100
2025-05-06 18:00:00+00:00,198.92999267578125,199.5500030517578,198.80999755859375,199.02999877929688,675279
2025-05-06 18:15:00+00:00,199.30499267578125,199.47999572753906,198.92999267578125,198.92999267578125,665655
2025-05-06 18:30:00+00:00,199.2501983642578,199.4799041748047,199.02000427246094,199.2949981689453,935511
2025-05-06 18:45:00+00:00,199.85000610351562,199.85000610351562,199.16000366210938,199.25,696166
2025-05-06 19:00:00+00:00,199.55999755859375,199.83999633789062,199.22039794921875,199.83999633789062,851416
2025-05-06 19:15:00+00:00,199.70840454101562,199.80499267578125,199.3300018310547,199.5500030517578,858968
2025-05-06 19:30:00+00:00,199.8699951171875,200.00999450683594,199.5800018310547,199.72999572753906,1103086
2025-05-06 19:45:00+00:00,198.41000366210938,200.1699981689453,198.3800048828125,199.88999938964844,3500027
2025-05-07 13:30:00+00:00,198.3300018310547,199.2949981689453,197.35000610351562,198.19000244140625,5418848
2025-05-07 13:45:00+00:00,197.80499267578125,198.69000244140625,197.67999267578125,198.32000732421875,1955694
2025-05-07 14:00:00+00:00,199.07000732421875,199.13999938964844,197.75,197.80499267578125,1494282
2025-05-07 14:15:00+00:00,199.22000122070312,199.44000244140625,198.8000030517578,199.07000732421875,1003087
2025-05-07 14:30:00+00:00,199.00999450683594,199.39999389648438,198.85000610351562,199.2270050048828,797235
2025-05-07 14:45:00+00:00,197.47000122070312,199.0500030517578,197.44000244140625,199.0001983642578,1726476
2025-05-07 15:00:00+00:00,194.40499877929688,197.5,194.22999572753906,197.47999572753906,4713850
2025-05-07 15:15:00+00:00,194.35069274902344,194.9600067138672,193.80999755859375,194.42999267578125,3945309
