Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-05-06 13:40:00+00:00,199.14999389648438,199.8800048828125,198.91000366210938,199.8170928955078,0
2025-05-06 13:45:00+00:00,197.72000122070312,199.23309326171875,197.02000427246094,199.2100067138672,1240269
2025-05-06 13:50:00+00:00,197.6450958251953,198.0850067138672,197.42999267578125,197.72000122070312,669483
2025-05-06 13:55:00+00:00,197.67999267578125,198.02999877929688,197.52999877929688,197.63999938964844,671384
2025-05-06 14:00:00+00:00,198.1737060546875,198.22999572753906,197.65499877929688,197.65499877929688,670568
2025-05-06 14:05:00+00:00,198.52529907226562,198.60000610351562,197.99000549316406,198.2100067138672,1600075
2025-05-06 14:10:00+00:00,198.52999877929688,198.85000610351562,198.44000244140625,198.50999450683594,471681
2025-05-06 14:15:00+00:00,198.8300018310547,199.02999877929688,198.51010131835938,198.52000427246094,693560
2025-05-06 14:20:00+00:00,198.59500122070312,199.5,198.5399932861328,198.85000610351562,830979
2025-05-06 14:25:00+00:00,198.91000366210938,198.92999267578125,198.25,198.58999633789062,653900
2025-05-06 14:30:00+00:00,198.61000061035156,199.1300048828125,198.5800018310547,198.89999389648438,460308
2025-05-06 14:35:00+00:00,198.22000122070312,198.69000244140625,198.02490234375,198.6300048828125,580082
2025-05-06 14:40:00+00:00,198.16009521484375,198.33999633789062,197.97500610351562,198.22000122070312,438447
2025-05-06 14:45:00+00:00,198.04949951171875,198.48500061035156,197.99000549316406,198.16000366210938,448556
2025-05-06 14:50:00+00:00,198.3000030517578,198.36000061035156,197.85000610351562,198.0399932861328,454044
2025-05-06 14:55:00+00:00,198.3000030517578,198.5749969482422,198.21890258789062,198.30499267578125,339896
2025-05-06 15:00:00+00:00,198.5749969482422,198.77999877929688,198.27000427246094,198.27000427246094,372138
2025-05-06 15:05:00+00:00,198.21499633789062,198.62460327148438,198.2100067138672,198.55999755859375,292566
2025-05-06 15:10:00+00:00,198.50999450683594,198.55999755859375,197.9499969482422,198.1999969482422,532085
2025-05-06 15:15:00+00:00,198.59500122070312,198.7100067138672,198.41000366210938,198.52999877929688,428707
2025-05-06 15:20:00+00:00,198.93499755859375,199.0500030517578,198.55999755859375,198.60000610351562,406615
2025-05-06 15:25:00+00:00,199.03500366210938,199.0800018310547,198.75,198.93499755859375,429343
2025-05-06 15:30:00+00:00,199.39990234375,199.39990234375,198.8000030517578,199.03500366210938,502272
2025-05-06 15:35:00+00:00,199.14669799804688,199.4499969482422,199.08999633789062,199.38499450683594,369840
2025-05-06 15:40:00+00:00,198.8300018310547,199.19500732421875,198.6999969482422,199.15499877929688,309630
2025-05-06 15:45:00+00:00,199.02999877929688,199.0699005126953,198.72999572753906,198.8300018310547,252344
2025-05-06 15:50:00+00:00,198.75999450683594,199.03990173339844,198.6999969482422,199.03529357910156,286524
2025-05-06 15:55:00+00:00,198.77999877929688,198.98989868164062,198.66000366210938,198.76980590820312,289146
2025-05-06 16:00:00+00:00,198.97999572753906,199.05999755859375,198.7050018310547,198.8300018310547,274706
2025-05-06 16:05:00+00:00,199.2899932861328,199.49000549316406,198.94009399414062,198.97500610351562,445804
2025-05-06 16:10:00+00:00,200.46499633789062,200.6490020751953,199.1699981689453,199.27999877929688,925484
2025-05-06 16:15:00+00:00,199.88499450683594,200.5,199.72250366210938,200.48500061035156,429114
2025-05-06 16:20:00+00:00,199.0625,199.94000244140625,198.82000732421875,199.86500549316406,403329
2025-05-06 16:25:00+00:00,198.97999572753906,199.2899932861328,198.94000244140625,199.07000732421875,221236
