datetime,close,high,low,open,volume
2025-05-06 13:40:00,559.179993,559.580017,559.150024,559.580017,0
2025-05-06 13:45:00,557.945007,559.760010,557.880005,559.239990,903392
2025-05-06 13:50:00,557.129883,557.950012,556.984985,557.950012,741466
2025-05-06 13:55:00,557.400024,557.869995,556.974976,557.130005,574910
2025-05-06 14:00:00,558.075012,558.249878,557.090027,557.400024,505862
2025-05-06 14:05:00,558.658020,558.700012,557.864990,558.080017,496677
2025-05-06 14:10:00,558.770325,559.270020,558.500000,558.645020,674891
2025-05-06 14:15:00,559.929993,559.929993,558.799988,558.799988,649795
2025-05-06 14:20:00,560.409973,560.900024,559.960022,559.960022,794556
2025-05-06 14:25:00,560.619995,560.700012,560.219971,560.419983,488595
2025-05-06 14:30:00,560.969971,561.330017,560.400024,560.590027,446991
2025-05-06 14:35:00,560.820007,561.014893,560.369995,560.989990,431648
2025-05-06 14:40:00,560.679993,560.864990,560.385010,560.780029,305035
2025-05-06 14:45:00,560.986328,561.409973,560.859985,560.985291,314973
2025-05-06 14:50:00,560.544983,560.960022,560.339783,560.960022,381132
2025-05-06 14:55:00,560.750000,561.070007,560.390015,560.534973,322658
2025-05-06 15:00:00,561.119995,561.330017,560.710022,560.750000,560553
2025-05-06 15:05:00,560.570007,561.330017,560.479980,561.119995,268874
2025-05-06 15:10:00,560.929993,561.098511,560.489990,560.585022,272431
2025-05-06 15:15:00,561.109985,561.200012,560.669983,560.960022,290277
2025-05-06 15:20:00,561.650024,561.820007,561.109985,561.130005,354611
2025-05-06 15:25:00,561.650024,561.719971,561.300293,561.650024,312441
2025-05-06 15:30:00,561.859985,561.940002,561.130798,561.415100,337875
2025-05-06 15:35:00,561.710022,561.938416,561.563782,561.859985,0
2025-05-06 15:40:00,560.744995,561.811096,560.609985,561.734924,15115651
2025-05-06 15:45:00,560.966675,561.079102,560.580017,560.760010,190273
2025-05-06 15:50:00,560.349976,561.020020,560.190002,560.960022,293171
2025-05-06 15:55:00,560.369995,560.709412,560.250000,560.340027,217472
2025-05-06 16:00:00,560.755005,560.859985,560.285095,560.375000,182600
2025-05-06 16:05:00,560.250000,560.788025,560.140015,560.729980,169449
2025-05-06 16:10:00,562.940002,563.347595,560.210022,560.229980,1931640
2025-05-06 16:15:00,562.179993,563.000000,561.880005,562.960022,615124
2025-05-06 16:20:00,560.460083,562.380005,560.229980,562.219971,1134785
2025-05-06 16:25:00,560.589600,560.940002,560.349976,560.505005,341031
2025-05-06 16:30:00,561.059998,561.150024,560.429993,560.549988,298650
2025-05-06 16:35:00,560.999573,561.460022,560.780029,561.070007,371703
2025-05-06 16:40:00,560.140015,561.150024,559.969971,561.000000,264373
2025-05-06 16:45:00,559.979980,560.250000,559.729980,560.159973,290823
2025-05-06 16:50:00,559.669983,559.945007,559.359985,559.929993,265286
2025-05-06 16:55:00,559.210022,559.929993,559.120422,559.676880,340331
2025-05-06 17:00:00,559.640015,560.219971,559.190002,559.239990,557383
2025-05-06 17:05:00,560.328003,560.520020,559.590027,559.609985,353654
2025-05-06 17:10:00,560.210022,560.390015,559.849976,560.260071,235525
2025-05-06 17:15:00,560.400024,560.589905,560.169983,560.229980,148057
2025-05-06 17:20:00,559.510925,560.400024,559.310120,560.349976,371330
2025-05-06 17:25:00,559.719971,559.940002,559.239990,559.493286,217536
2025-05-06 17:30:00,559.950012,560.059998,559.609985,559.679871,218346
2025-05-06 17:35:00,559.109924,560.150024,559.080872,559.960022,205771
2025-05-06 17:40:00,558.625000,559.169983,558.469971,559.090027,434689
2025-05-06 17:45:00,558.489990,558.669983,558.330017,558.580017,403297
2025-05-06 17:50:00,558.690002,558.919983,558.369995,558.479980,221129
2025-05-06 17:55:00,558.440002,558.739990,558.320007,558.679993,460536
2025-05-06 18:00:00,559.369995,559.710022,558.429993,558.440002,795699
2025-05-06 18:05:00,559.210022,559.359985,558.770020,559.032776,284418
2025-05-06 18:10:00,559.030029,559.229980,558.619995,559.229980,338713
2025-05-06 18:15:00,559.710022,559.739990,559.030029,559.034973,278270
2025-05-06 18:20:00,560.075012,560.130005,559.591003,559.729980,274006
2025-05-06 18:25:00,560.489990,560.510010,560.010010,560.049988,400283
2025-05-06 18:30:00,560.440002,560.609985,560.390015,560.461487,252948
2025-05-06 18:35:00,560.440002,560.529907,560.040283,560.440002,376459
2025-05-06 18:40:00,560.278809,560.799988,560.145020,560.400024,520532
2025-05-06 18:45:00,560.440002,560.619995,560.169983,560.250122,342928
