Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Datetime,,,,,
2025-05-09 13:44:00+00:00,566.2100219726562,566.6032104492188,566.1199951171875,566.5900268554688,0
2025-05-09 13:45:00+00:00,566.3400268554688,566.5700073242188,566.06298828125,566.25,158733
2025-05-09 13:46:00+00:00,566.5700073242188,566.6199951171875,566.3300170898438,566.3300170898438,76540
2025-05-09 13:47:00+00:00,566.5999755859375,566.72998046875,566.4000244140625,566.6099853515625,72184
2025-05-09 13:48:00+00:00,566.6400146484375,566.719970703125,566.47998046875,566.6099853515625,53052
2025-05-09 13:49:00+00:00,566.489990234375,566.6799926757812,566.4000244140625,566.6199951171875,41811
2025-05-09 13:50:00+00:00,566.4600219726562,566.6300048828125,566.280029296875,566.4638061523438,80403
2025-05-09 13:51:00+00:00,566.510009765625,566.5399780273438,566.1699829101562,566.4400024414062,56773
2025-05-09 13:52:00+00:00,565.9299926757812,566.4650268554688,565.86376953125,566.4600219726562,85791
2025-05-09 13:53:00+00:00,566.0599975585938,566.1599731445312,565.8099975585938,566.0599975585938,78018
2025-05-09 13:54:00+00:00,566.5,566.5399780273438,566.0,566.0599975585938,75764
2025-05-09 13:55:00+00:00,566.5900268554688,566.739990234375,566.469970703125,566.47998046875,78745
2025-05-09 13:56:00+00:00,566.5700073242188,566.719970703125,566.4500122070312,566.5900268554688,65117
2025-05-09 13:57:00+00:00,566.6400146484375,566.7150268554688,566.4199829101562,566.5549926757812,60459
2025-05-09 13:58:00+00:00,567.0499877929688,567.1098022460938,566.6300048828125,566.6300048828125,80238
2025-05-09 13:59:00+00:00,567.0,567.080078125,566.880126953125,567.0698852539062,59132
2025-05-09 14:00:00+00:00,567.0469970703125,567.0599975585938,566.8400268554688,566.969970703125,77262
2025-05-09 14:01:00+00:00,567.0,567.260009765625,566.9924926757812,567.0499877929688,88658
2025-05-09 14:02:00+00:00,567.1500244140625,567.219970703125,566.969970703125,566.989990234375,51603
2025-05-09 14:03:00+00:00,567.119873046875,567.22998046875,566.989990234375,567.1500244140625,63607
2025-05-09 14:04:00+00:00,567.0999755859375,567.1199951171875,566.8099975585938,567.1199951171875,64586
