datetime,close,high,low,open,volume
2025-05-09 13:44:00,490.239990,490.559998,490.109985,490.549988,0
2025-05-09 13:45:00,490.220001,490.440002,490.079987,490.250000,84025
2025-05-09 13:46:00,490.529999,490.649994,490.280212,490.360107,79262
2025-05-09 13:47:00,490.649200,490.713715,490.399994,490.709991,67540
2025-05-09 13:48:00,490.679993,490.769989,490.464996,490.700012,37499
2025-05-09 13:49:00,490.579987,490.756195,490.440002,490.640015,36444
2025-05-09 13:50:00,490.565002,490.665009,490.350006,490.579987,75303
2025-05-09 13:51:00,490.415009,490.570007,490.200012,490.519989,58348
2025-05-09 13:52:00,489.819611,490.450012,489.769989,490.450012,116546
2025-05-09 13:53:00,490.029999,490.130005,489.720001,489.829987,51302
2025-05-09 13:54:00,490.299988,490.339996,489.869995,489.989990,79835
2025-05-09 13:55:00,490.494995,490.585297,490.265015,490.265015,62283
2025-05-09 13:56:00,490.399994,490.570007,490.279999,490.471191,38935
2025-05-09 13:57:00,490.609985,490.700012,490.239990,490.380005,70914
2025-05-09 13:58:00,491.000000,491.070007,490.660004,490.690002,82729
2025-05-09 13:59:00,490.910004,491.040009,490.799988,491.000000,43409
2025-05-09 14:00:00,490.929901,490.950012,490.720001,490.859985,66483
2025-05-09 14:01:00,490.918793,491.190002,490.869995,490.950012,63919
2025-05-09 14:02:00,491.130005,491.191010,490.920013,490.929993,48632
2025-05-09 14:03:00,491.049988,491.209991,490.990997,491.144989,46059
2025-05-09 14:04:00,491.075012,491.124603,490.739990,491.124603,50376
2025-05-09 14:05:00,490.695099,491.149994,490.399994,491.089996,81177
2025-05-09 14:06:00,491.205292,491.244995,490.630005,490.770111,96174
2025-05-09 14:07:00,491.186096,491.399994,491.170013,491.239990,73764
2025-05-09 14:08:00,491.180115,491.266602,490.904999,491.179993,69812
2025-05-09 14:09:00,491.130005,491.260010,491.000000,491.225006,41373
2025-05-09 14:10:00,491.019897,491.149689,490.970001,491.109985,25020
2025-05-09 14:11:00,490.700012,491.001190,490.630310,490.990112,58049
2025-05-09 14:12:00,490.670013,491.070007,490.579987,490.683990,39518
2025-05-09 14:13:00,490.765015,490.859985,490.614990,490.809998,74448
2025-05-09 14:14:00,490.880005,490.880005,490.640015,490.779999,31699
2025-05-09 14:15:00,490.510010,490.908997,490.510010,490.859985,167760
2025-05-09 14:16:00,490.660004,490.769989,490.489990,490.519897,27912
2025-05-09 14:17:00,490.450012,490.700012,490.282715,490.700012,41949
2025-05-09 14:18:00,490.239990,490.429993,490.101013,490.429993,63667
2025-05-09 14:19:00,489.730011,490.293915,489.690002,490.233398,102589
2025-05-09 14:20:00,489.559998,489.849609,489.440094,489.760010,113230
2025-05-09 14:21:00,489.769897,489.809998,489.380005,489.549988,57692
2025-05-09 14:22:00,489.505402,489.715210,489.350006,489.715210,45632
2025-05-09 14:23:00,489.285004,489.540009,489.230011,489.459991,58029
2025-05-09 14:24:00,489.119995,489.309998,489.049805,489.309906,70240
2025-05-09 14:25:00,489.088409,489.350006,489.040009,489.084991,41807
2025-05-09 14:26:00,488.485687,489.029999,488.309998,489.029999,129023
2025-05-09 14:27:00,488.130005,488.426910,487.709991,488.424988,164298
2025-05-09 14:28:00,487.768005,488.065308,487.510101,488.065308,110069
2025-05-09 14:29:00,488.000092,488.029999,487.600006,487.764008,135150
2025-05-09 14:30:00,488.309998,488.369995,487.769989,488.040009,166833
2025-05-09 14:31:00,488.165009,488.429901,487.970001,488.359985,360959
2025-05-09 14:32:00,488.154999,488.369995,488.049988,488.130005,85546
2025-05-09 14:33:00,488.278595,488.290009,488.070099,488.095001,48271
2025-05-09 14:34:00,487.839996,488.260010,487.649994,488.225006,77676
2025-05-09 14:35:00,487.220001,487.809998,486.940094,487.809998,170810
2025-05-09 14:36:00,486.871704,487.390015,486.679993,487.194702,81783
2025-05-09 14:37:00,486.644104,487.067993,486.640015,486.829987,141483
2025-05-09 14:38:00,486.339996,486.750000,486.239990,486.640503,269742
2025-05-09 14:39:00,486.635010,486.699890,486.209991,486.290009,128959
2025-05-09 14:40:00,486.750000,487.029999,486.220001,486.600006,122424
2025-05-09 14:41:00,486.769989,486.869995,486.452393,486.820007,56026
2025-05-09 14:42:00,487.200012,487.250000,486.480011,486.769989,155389
2025-05-09 14:43:00,486.919891,487.436188,486.609894,487.239990,119269
2025-05-09 14:44:00,487.429993,487.459991,486.859985,486.899994,111192
2025-05-09 14:45:00,487.450012,487.499908,487.279999,487.440002,72134
2025-05-09 14:46:00,487.250000,487.609100,487.220001,487.450104,119367
2025-05-09 14:47:00,487.130890,487.399994,487.100006,487.260010,242382
2025-05-09 14:48:00,487.540009,487.608704,487.045013,487.109985,42152
2025-05-09 14:49:00,487.829895,487.899292,487.615112,487.618805,83170
2025-05-09 14:50:00,487.780090,487.859985,487.700012,487.839996,63464
2025-05-09 14:51:00,488.144104,488.189697,487.850006,487.850006,79091
2025-05-09 14:52:00,487.894989,488.184998,487.839996,488.144989,68095
2025-05-09 14:53:00,487.459808,487.959991,487.440002,487.910004,39989
2025-05-09 14:54:00,487.589996,487.589996,487.170013,487.440002,93988
2025-05-09 14:55:00,487.729614,487.760010,487.429993,487.574707,34990
2025-05-09 14:56:00,488.025604,488.025604,487.559998,487.660004,52693
2025-05-09 14:57:00,488.149902,488.149902,487.779999,488.039886,79150
2025-05-09 14:58:00,488.260010,488.570007,488.050110,488.105011,109479
2025-05-09 14:59:00,488.200012,488.299988,488.079987,488.239990,144267
2025-05-09 15:00:00,488.269897,488.269897,487.829987,488.200012,115438
2025-05-09 15:01:00,488.209991,488.379211,488.053497,488.274994,47613
2025-05-09 15:02:00,488.278992,488.424988,488.120087,488.239990,82012
2025-05-09 15:03:00,488.410004,488.419891,488.179993,488.279999,66916
2025-05-09 15:04:00,488.689209,488.740204,488.450012,488.450012,48548
2025-05-09 15:05:00,488.809998,488.829895,488.619995,488.709991,79726
2025-05-09 15:06:00,488.769989,488.829987,488.700012,488.799988,332002
2025-05-09 15:07:00,488.920013,488.920013,488.770111,488.770111,25428
2025-05-09 15:08:00,488.829987,489.000000,488.790009,488.929993,91111
2025-05-09 15:09:00,488.890106,488.950012,488.880005,488.899994,51644
2025-05-09 15:10:00,488.441498,488.890015,488.440002,488.890015,83528
2025-05-09 15:11:00,488.519989,488.615601,487.910004,488.445007,87677
2025-05-09 15:12:00,488.179993,488.589996,488.135010,488.494995,51665
2025-05-09 15:13:00,488.329987,488.470001,488.045013,488.119995,29806
2025-05-09 15:14:00,488.470001,488.540009,488.345306,488.489990,25063
2025-05-09 15:15:00,488.359985,488.559998,488.119995,488.489990,35734
2025-05-09 15:16:00,488.420013,488.489990,488.230011,488.429993,26707
2025-05-09 15:17:00,488.649994,488.658997,488.359711,488.387299,28545
2025-05-09 15:18:00,488.799988,488.909912,488.640015,488.640015,53749
2025-05-09 15:19:00,488.540009,488.760010,488.470001,488.730011,47948
2025-05-09 15:20:00,488.259613,488.589996,488.190002,488.589996,37352
2025-05-09 15:21:00,488.100006,488.239990,487.779999,488.239990,46228
2025-05-09 15:22:00,488.000000,488.042389,487.720001,488.042389,34804
2025-05-09 15:23:00,487.799988,487.994995,487.679993,487.994995,24924
2025-05-09 15:24:00,487.720001,487.885010,487.649994,487.809998,60447
2025-05-09 15:25:00,487.809998,488.079987,487.540100,487.730408,60012
2025-05-09 15:26:00,487.760010,487.979797,487.529999,487.809906,34480
2025-05-09 15:27:00,487.799988,487.939911,487.410095,487.690002,67969
2025-05-09 15:28:00,487.984985,488.000000,487.779999,487.839996,30214
2025-05-09 15:29:00,487.989990,488.157501,487.929993,487.929993,32351
2025-05-09 15:30:00,487.665009,488.000000,487.529999,488.000000,29029
2025-05-09 15:31:00,487.329987,487.790009,487.279999,487.709991,47618
2025-05-09 15:32:00,487.730011,487.730011,487.269989,487.299988,47624
2025-05-09 15:33:00,487.549988,487.734985,487.480011,487.730011,29108
2025-05-09 15:34:00,488.229706,488.239990,487.649994,487.649994,53439
2025-05-09 15:35:00,488.383392,488.459900,488.200195,488.214996,86117
2025-05-09 15:36:00,488.020111,488.425110,487.890015,488.359985,67259
2025-05-09 15:37:00,488.109985,488.109985,487.779999,487.989990,174615
2025-05-09 15:38:00,488.153809,488.179901,487.904999,488.089996,22422
2025-05-09 15:39:00,487.919891,488.219910,487.829987,488.170013,51879
2025-05-09 15:40:00,487.679993,487.920013,487.529999,487.920013,70552
2025-05-09 15:41:00,487.929993,487.980011,487.649994,487.649994,38427
2025-05-09 15:42:00,487.799988,488.010010,487.710297,487.924988,278974
2025-05-09 15:43:00,488.029999,488.100006,487.730011,487.804993,39341
2025-05-09 15:44:00,487.959991,488.059998,487.820007,488.059998,18572
2025-05-09 15:45:00,488.239990,488.279999,487.809998,487.959991,75760
2025-05-09 15:46:00,488.154999,488.350006,487.970001,488.290009,49693
2025-05-09 15:47:00,488.190002,488.285492,488.034698,488.149994,32486
2025-05-09 15:48:00,488.170593,488.429901,488.149994,488.165009,29785
2025-05-09 15:49:00,488.166992,488.189911,487.850006,488.130005,50612
2025-05-09 15:50:00,488.489990,488.670105,488.039886,488.200012,152515
2025-05-09 15:51:00,488.646210,488.660004,488.480011,488.519989,27263
2025-05-09 15:52:00,488.598999,488.709991,488.559998,488.609985,42057
2025-05-09 15:53:00,488.779999,488.790009,488.625000,488.649994,100100
2025-05-09 15:54:00,488.380005,488.779999,488.380005,488.769501,31566
2025-05-09 15:55:00,488.454987,488.504700,488.320007,488.329987,22448
2025-05-09 15:56:00,488.559998,488.589996,488.464996,488.464996,20397
2025-05-09 15:57:00,488.614990,488.660004,488.510010,488.554993,24456
2025-05-09 15:58:00,488.730011,488.760010,488.630005,488.630005,16022
2025-05-09 15:59:00,488.820099,488.878998,488.720001,488.769989,24906
2025-05-09 16:00:00,488.709991,488.959991,488.636292,488.910004,50570
2025-05-09 16:01:00,488.670013,488.720001,488.510010,488.665009,26532
2025-05-09 16:02:00,488.459991,488.654999,488.420013,488.654999,19586
2025-05-09 16:03:00,488.000000,488.524109,487.970001,488.420013,267063
2025-05-09 16:04:00,487.399994,488.019989,487.399994,487.989990,52758
2025-05-09 16:05:00,487.690399,487.795013,487.320007,487.331512,44427
2025-05-09 16:06:00,487.774994,487.774994,487.490112,487.695007,26594
2025-05-09 16:07:00,487.546204,487.827698,487.540009,487.789490,22389
2025-05-09 16:08:00,487.469696,487.528809,487.339996,487.451508,21058
2025-05-09 16:09:00,487.186188,487.420013,487.115997,487.420013,40016
2025-05-09 16:10:00,486.959991,487.290009,486.920013,487.200012,37929
2025-05-09 16:11:00,486.890015,487.019989,486.780090,486.980011,76552
2025-05-09 16:12:00,486.940002,486.950012,486.630005,486.935089,65694
2025-05-09 16:13:00,487.239990,487.269989,486.809998,486.899994,43156
2025-05-09 16:14:00,487.420013,487.459991,487.250000,487.250000,76512
2025-05-09 16:15:00,487.529999,487.569214,487.265015,487.440002,53297
2025-05-09 16:16:00,487.079590,487.519989,487.059998,487.519989,60964
2025-05-09 16:17:00,487.350006,487.399994,487.050110,487.070007,25389
2025-05-09 16:18:00,487.339996,487.481598,487.221497,487.314087,21997
2025-05-09 16:19:00,487.464691,487.820007,487.329987,487.350006,59850
2025-05-09 16:20:00,487.505096,487.760010,487.399994,487.410004,38151
2025-05-09 16:21:00,487.570007,487.670013,487.500000,487.500092,16028
2025-05-09 16:22:00,487.579895,487.630005,487.484985,487.559998,11306
2025-05-09 16:23:00,487.499908,487.740692,487.499908,487.499908,16878
2025-05-09 16:24:00,487.609985,487.674988,487.482697,487.500000,12708
2025-05-09 16:25:00,487.579987,487.639893,487.510010,487.579987,11362
2025-05-09 16:26:00,487.359985,487.480011,487.160004,487.475311,42188
2025-05-09 16:27:00,487.350006,487.434998,487.269897,487.380005,20286
2025-05-09 16:28:00,487.279907,487.379913,487.274994,487.359985,11861
2025-05-09 16:29:00,487.189911,487.359985,487.189911,487.295013,15817
2025-05-09 16:30:00,487.480408,487.570007,487.049988,487.200012,37614
2025-05-09 16:31:00,487.140015,487.530701,487.119995,487.480011,45236
2025-05-09 16:32:00,487.174988,487.326599,487.096191,487.158997,20306
2025-05-09 16:33:00,487.072815,487.239990,486.980988,487.190002,53204
2025-05-09 16:34:00,487.239990,487.239990,487.040009,487.088806,62898
2025-05-09 16:35:00,487.480011,487.500000,487.239990,487.239990,59599
2025-05-09 16:36:00,487.778992,487.896515,487.464996,487.464996,64820
2025-05-09 16:37:00,487.964996,487.964996,487.769989,487.790009,67614
2025-05-09 16:38:00,487.750000,487.959991,487.750000,487.929993,51720
2025-05-09 16:39:00,487.420013,487.765015,487.369995,487.730011,46295
2025-05-09 16:40:00,487.614990,487.720001,487.399994,487.399994,15725
2025-05-09 16:41:00,487.559998,487.700012,487.549988,487.589996,229419
2025-05-09 16:42:00,487.510010,487.640015,487.429993,487.606293,57524
2025-05-09 16:43:00,487.390015,487.589996,487.390015,487.494995,16455
2025-05-09 16:44:00,487.390015,487.579987,487.375000,487.429993,12050
2025-05-09 16:45:00,487.250000,487.359894,487.070007,487.350006,62787
2025-05-09 16:46:00,487.184998,487.369690,487.170013,487.269989,125946
2025-05-09 16:47:00,487.279999,487.350006,487.179993,487.190002,12524
2025-05-09 16:48:00,486.750000,487.329987,486.750000,487.290009,88968
2025-05-09 16:49:00,486.830414,486.872711,486.540009,486.720001,364715
2025-05-09 16:50:00,486.834991,486.920013,486.779999,486.849915,47504
2025-05-09 16:51:00,486.959900,487.010010,486.670013,486.688995,26437
2025-05-09 16:52:00,486.869995,487.069397,486.739990,486.989990,49776
2025-05-09 16:53:00,486.880005,486.983795,486.843689,486.869995,40075
2025-05-09 16:54:00,487.315002,487.337494,486.870087,486.900299,26260
2025-05-09 16:55:00,487.179993,487.450012,487.070007,487.327515,42488
2025-05-09 16:56:00,487.169891,487.249908,487.070007,487.200012,12991
2025-05-09 16:57:00,487.024994,487.174194,486.890900,487.140015,19971
2025-05-09 16:58:00,486.980011,487.065002,486.770386,487.028900,31132
2025-05-09 16:59:00,486.895599,486.929993,486.850006,486.929993,14273
2025-05-09 17:00:00,486.970001,487.003296,486.820007,486.869995,40631
2025-05-09 17:01:00,487.100098,487.140015,486.959991,487.089996,28587
2025-05-09 17:02:00,486.970001,487.179993,486.954987,487.135010,29547
2025-05-09 17:03:00,487.000000,487.109985,486.945099,486.980011,10890
2025-05-09 17:04:00,486.950012,487.045013,486.899994,487.015015,60370
2025-05-09 17:05:00,486.720001,486.994995,486.559814,486.984985,54665
2025-05-09 17:06:00,486.940002,486.964996,486.744995,486.760010,42420
2025-05-09 17:07:00,486.799988,487.040009,486.799988,486.940002,71839
2025-05-09 17:08:00,486.834991,486.885010,486.720001,486.850006,31391
2025-05-09 17:09:00,487.174713,487.174713,486.825012,486.825012,46075
2025-05-09 17:10:00,487.549713,487.559998,487.151001,487.170013,47159
2025-05-09 17:11:00,487.359985,487.535004,487.309998,487.535004,41330
2025-05-09 17:12:00,487.420013,487.459991,487.339111,487.360504,28207
2025-05-09 17:13:00,487.239990,487.410004,487.135986,487.410004,11194
2025-05-09 17:14:00,486.799988,487.250000,486.730011,487.250000,40885
2025-05-09 17:15:00,487.006104,487.040009,486.774994,486.790009,11217
2025-05-09 17:16:00,487.369995,487.369995,487.054993,487.054993,21178
2025-05-09 17:17:00,487.404999,487.475006,487.290009,487.399994,19472
2025-05-09 17:18:00,487.415009,487.549988,487.399994,487.399994,29634
2025-05-09 17:19:00,487.429993,487.500000,487.339996,487.410004,19774
2025-05-09 17:20:00,487.200012,487.494995,487.179993,487.419891,37993
2025-05-09 17:21:00,487.364990,487.368805,487.119995,487.195099,17118
2025-05-09 17:22:00,487.339996,487.509399,486.269989,487.279999,259953
2025-05-09 17:23:00,486.970001,487.809998,486.970001,487.345001,91892
2025-05-09 17:24:00,487.450012,487.510010,486.970001,487.040009,52528
2025-05-09 17:25:00,487.684998,487.755005,487.429993,487.450012,61105
2025-05-09 17:26:00,487.739990,487.760010,487.500000,487.690002,32687
2025-05-09 17:27:00,487.489990,487.720001,487.410004,487.695007,27998
2025-05-09 17:28:00,487.279999,487.529999,487.270905,487.505005,27293
2025-05-09 17:29:00,487.279999,487.390015,487.260101,487.320007,15950
2025-05-09 17:30:00,487.019989,487.434998,487.019989,487.290009,31839
2025-05-09 17:31:00,487.100006,487.260010,486.989990,487.000000,21123
2025-05-09 17:32:00,487.100006,487.170013,487.094910,487.095001,14004
2025-05-09 17:33:00,487.140015,487.160004,486.899994,487.019989,19655
2025-05-09 17:34:00,487.179993,487.239990,487.029999,487.040100,21874
2025-05-09 17:35:00,487.427704,487.533508,487.200012,487.200012,26006
2025-05-09 17:36:00,487.559998,487.600098,487.475006,487.475006,13874
2025-05-09 17:37:00,487.410004,487.549896,487.380005,487.529999,29040
2025-05-09 17:38:00,487.510010,487.563202,487.209991,487.399994,341319
2025-05-09 17:39:00,487.600006,487.609985,487.479706,487.490112,18655
2025-05-09 17:40:00,487.630005,487.630005,487.399994,487.570007,236527
2025-05-09 17:41:00,487.730011,487.750000,487.600098,487.636200,429662
2025-05-09 17:42:00,487.940002,487.947906,487.743500,487.750000,47278
2025-05-09 17:43:00,488.140106,488.149994,487.929993,487.959015,60489
2025-05-09 17:44:00,488.130005,488.209991,487.989990,488.160004,61407
2025-05-09 17:45:00,488.095001,488.250000,488.041290,488.118500,54244
2025-05-09 17:46:00,488.244995,488.250092,488.140015,488.140015,7012
2025-05-09 17:47:00,488.272705,488.350189,488.200012,488.200012,31486
2025-05-09 17:48:00,488.269989,488.330109,488.249115,488.280090,13317
2025-05-09 17:49:00,488.320007,488.369995,488.285004,488.285004,29683
2025-05-09 17:50:00,488.165009,488.337585,488.149994,488.325012,43955
2025-05-09 17:51:00,488.100006,488.130005,487.869995,488.109985,48594
2025-05-09 17:52:00,488.019989,488.109985,487.920013,488.109985,50612
2025-05-09 17:53:00,488.149994,488.179993,487.924805,488.005005,49648
2025-05-09 17:54:00,488.190002,488.299988,488.146210,488.148010,35137
2025-05-09 17:55:00,488.250000,488.250000,488.095001,488.160004,15074
2025-05-09 17:56:00,488.210297,488.309998,488.160004,488.247986,38388
2025-05-09 17:57:00,488.462708,488.467987,488.239899,488.239899,19230
2025-05-09 17:58:00,488.575012,488.649994,488.450012,488.480011,36232
2025-05-09 17:59:00,488.510010,488.588989,488.370087,488.560303,30277
2025-05-09 18:00:00,488.510010,488.599609,488.480011,488.480011,42384
2025-05-09 18:01:00,488.503113,488.600006,488.494995,488.510010,109473
2025-05-09 18:02:00,488.410004,488.559998,488.350006,488.559998,22835
2025-05-09 18:03:00,488.477112,488.500000,488.329987,488.359985,13123
2025-05-09 18:04:00,488.174988,488.500000,488.170013,488.500000,19411
2025-05-09 18:05:00,488.114990,488.218994,488.040009,488.218994,58387
2025-05-09 18:06:00,488.260101,488.379913,488.079987,488.109985,40487
2025-05-09 18:07:00,488.420013,488.439911,488.261200,488.261200,27261
2025-05-09 18:08:00,488.309998,488.510010,488.279999,488.416290,19508
2025-05-09 18:09:00,488.029907,488.279999,487.980011,488.214996,24040
2025-05-09 18:10:00,488.144989,488.165192,487.940002,488.019989,30321
2025-05-09 18:11:00,488.089996,488.190002,488.019989,488.079987,25313
2025-05-09 18:12:00,488.100098,488.100098,488.045990,488.059998,10147
2025-05-09 18:13:00,488.200012,488.230011,488.050110,488.110107,16153
2025-05-09 18:14:00,488.190002,488.220001,488.140106,488.200012,11976
2025-05-09 18:15:00,488.230591,488.369904,488.089996,488.089996,48836
2025-05-09 18:16:00,488.075012,488.349609,488.061310,488.309998,15009
2025-05-09 18:17:00,487.609894,488.049805,487.609894,488.029999,45441
2025-05-09 18:18:00,487.734985,487.750000,487.429993,487.519989,27844
