entry_time,exit_time,entry_price,exit_price,position,pnl,pnl_pct,exit_reason,symbol
2024-05-17 13:25:00,2024-05-17 14:08:00,189.45,190.2721,52,42.749200000000315,0.004339403536553213,max_hold_time,AAPL
2024-05-20 09:23:00,2024-05-20 10:06:00,189.37,188.27,52,-57.199999999999704,-0.0058087342240058844,max_hold_time,AAPL
2024-05-20 10:06:00,2024-05-20 10:49:00,188.27,188.88,53,32.32999999999922,0.0032400276199075007,max_hold_time,AAPL
2024-05-20 10:49:00,2024-05-20 11:34:00,188.88,189.12,52,12.480000000000473,0.001270648030495601,max_hold_time,AAPL
2024-05-21 08:00:00,2024-05-21 08:48:00,191.18,190.81,-52,19.240000000000236,0.0019353488858667462,max_hold_time,AAPL
2024-05-21 10:43:00,2024-05-21 11:26:00,191.1,191.5,-52,-20.800000000000296,-0.002093144950287837,max_hold_time,AAPL
2024-05-21 11:26:00,2024-05-21 12:09:00,191.5,191.5,-52,-0.0,0.0,max_hold_time,AAPL
2024-05-22 08:00:00,2024-05-22 08:47:00,192.42,192.06,-51,18.359999999999246,0.001870907390084114,max_hold_time,AAPL
2024-05-22 08:47:00,2024-05-22 09:36:00,192.06,191.76,-52,15.600000000000591,0.001562011871290281,max_hold_time,AAPL
2024-05-22 09:36:00,2024-05-22 10:19:00,191.76,191.9,-52,-7.2800000000007685,-0.0007300792657489298,max_hold_time,AAPL
2024-05-23 13:30:00,2024-05-23 14:07:00,190.17,188.8133,52,-70.54839999999945,-0.007134143135089601,stop_loss,AAPL
2024-05-23 14:07:00,2024-05-23 14:50:00,188.8133,189.07,52,13.348399999999742,0.0013595440575425303,max_hold_time,AAPL
2024-05-23 14:50:00,2024-05-23 15:33:00,189.07,189.09,52,1.040000000000532,0.00010578092769879004,max_hold_time,AAPL
2024-05-24 08:00:00,2024-05-24 08:43:00,187.8,188.5,53,37.0999999999994,0.003727369542065967,max_hold_time,AAPL
2024-05-24 08:43:00,2024-05-24 09:31:00,188.5,188.21,53,-15.369999999999578,-0.0015384615384614962,max_hold_time,AAPL
2024-05-24 09:31:00,2024-05-24 10:24:00,188.21,188.22,53,0.529999999999518,5.313213963121462e-05,max_hold_time,AAPL
2024-05-28 08:06:00,2024-05-28 08:11:00,191.0,192.3,-52,-67.60000000000059,-0.006806282722513149,stop_loss,AAPL
2024-05-28 08:11:00,2024-05-28 08:34:00,192.3,193.5,-51,-61.19999999999942,-0.00624024960998434,stop_loss,AAPL
2024-05-28 08:34:00,2024-05-28 09:17:00,193.5,194.07,-51,-29.069999999999652,-0.002945736434108492,max_hold_time,AAPL
2024-05-29 08:09:00,2024-05-29 08:56:00,189.71,189.33,52,-19.759999999999764,-0.002003057297981105,max_hold_time,AAPL
2024-05-29 08:56:00,2024-05-29 09:42:00,189.33,189.4,52,3.6399999999996453,0.0003697248190988917,max_hold_time,AAPL
2024-05-29 09:42:00,2024-05-29 10:27:00,189.4,189.86,52,23.920000000000414,0.0024287222808870535,max_hold_time,AAPL
2024-05-30 13:32:00,2024-05-30 14:15:00,191.2835,191.07,-52,11.102000000000544,0.0011161443616412834,max_hold_time,AAPL
2024-05-30 14:16:00,2024-05-30 14:59:00,191.186,191.25,-52,-3.3279999999996335,-0.00033475254464235325,max_hold_time,AAPL
2024-05-30 14:59:00,2024-05-30 15:42:00,191.25,191.54,-52,-15.079999999999586,-0.0015163398692810042,max_hold_time,AAPL
2024-05-31 08:19:00,2024-05-31 09:03:00,191.25,191.0,-52,13.0,0.00130718954248366,max_hold_time,AAPL
2024-05-31 12:00:00,2024-05-31 12:43:00,191.3,191.9,-52,-31.199999999999704,-0.0031364349189754014,max_hold_time,AAPL
2024-05-31 12:43:00,2024-05-31 13:26:00,191.9,191.11,-52,41.079999999999586,0.0041167274622198645,max_hold_time,AAPL
2024-06-03 08:00:00,2024-06-03 08:43:00,192.77,192.92,-51,-7.64999999999884,-0.0007781293769776275,max_hold_time,AAPL
2024-06-03 08:43:00,2024-06-03 09:26:00,192.92,192.98,-51,-3.060000000000116,-0.0003110097449720209,max_hold_time,AAPL
2024-06-03 09:26:00,2024-06-03 10:11:00,192.98,192.99,-51,-0.5100000000009857,-5.1818841330808e-05,max_hold_time,AAPL
2024-06-04 08:00:00,2024-06-04 08:45:00,193.91,193.6,-51,15.810000000000116,0.0015986797999071852,max_hold_time,AAPL
2024-06-04 08:45:00,2024-06-04 09:28:00,193.6,193.2,-51,20.40000000000029,0.0020661157024793684,max_hold_time,AAPL
2024-06-04 09:28:00,2024-06-04 10:11:00,193.2,193.1,-51,5.09999999999971,0.0005175983436852709,max_hold_time,AAPL
2024-06-05 08:01:00,2024-06-05 08:46:00,194.99,194.9,-51,4.590000000000174,0.00046156213139137087,max_hold_time,AAPL
